"Run","LTE","Cultivar","Trt","Date","Sample"
"211109AC",-14.3,"MQ","constant",2021-11-09,"AC"
"211109AC",-14.4,"PP","constant",2021-11-09,"AC"
"211109AC",-14.4,"PP","constant",2021-11-09,"AC"
"211109AC",-14.4,"BR","constant",2021-11-09,"AC"
"211109AC",-14.5,"MQ","constant",2021-11-09,"AC"
"211109AC",-14.5,"LC","constant",2021-11-09,"AC"
"211109AC",-14.5,"MQ","constant",2021-11-09,"AC"
"211109AC",-14.5,"LC","constant",2021-11-09,"AC"
"211109AC",-14.5,"BR","constant",2021-11-09,"AC"
"211109AC",-14.7,"BR","constant",2021-11-09,"AC"
"211109AC",-14.8,"LC","constant",2021-11-09,"AC"
"211109AC",-14.8,"BR","constant",2021-11-09,"AC"
"211109AC",-14.9,"MQ","constant",2021-11-09,"AC"
"211109AC",-14.9,"PP","constant",2021-11-09,"AC"
"211109AC",-14.9,"LC","constant",2021-11-09,"AC"
"211109AC",-14.9,"MQ","constant",2021-11-09,"AC"
"211109AC",-15,"MQ","constant",2021-11-09,"AC"
"211109AC",-15,"PP","constant",2021-11-09,"AC"
"211109AC",-15,"PP","constant",2021-11-09,"AC"
"211109AC",-15,"MQ","constant",2021-11-09,"AC"
"211109AC",-15,"BR","constant",2021-11-09,"AC"
"211109AC",-15.1,"PP","constant",2021-11-09,"AC"
"211109AC",-15.1,"FR","constant",2021-11-09,"AC"
"211109AC",-15.1,"PP","constant",2021-11-09,"AC"
"211109AC",-15.1,"LC","constant",2021-11-09,"AC"
"211109AC",-15.2,"PP","constant",2021-11-09,"AC"
"211109AC",-15.3,"PP","constant",2021-11-09,"AC"
"211109AC",-15.3,"LC","constant",2021-11-09,"AC"
"211109AC",-15.4,"MQ","constant",2021-11-09,"AC"
"211109AC",-15.4,"BR","constant",2021-11-09,"AC"
"211109AC",-15.5,"MQ","constant",2021-11-09,"AC"
"211109AC",-15.5,"MQ","constant",2021-11-09,"AC"
"211109AC",-15.6,"PP","constant",2021-11-09,"AC"
"211109AC",-15.6,"LC","constant",2021-11-09,"AC"
"211109AC",-15.6,"MQ","constant",2021-11-09,"AC"
"211109AC",-15.6,"BR","constant",2021-11-09,"AC"
"211109AC",-15.7,"PP","constant",2021-11-09,"AC"
"211109AC",-15.7,"FR","constant",2021-11-09,"AC"
"211109AC",-15.8,"PP","constant",2021-11-09,"AC"
"211109AC",-15.8,"BR","constant",2021-11-09,"AC"
"211109AC",-15.9,"FR","constant",2021-11-09,"AC"
"211109AC",-15.9,"MQ","constant",2021-11-09,"AC"
"211109AC",-16,"MQ","constant",2021-11-09,"AC"
"211109AC",-16,"FR","constant",2021-11-09,"AC"
"211109AC",-16.1,"MQ","constant",2021-11-09,"AC"
"211109AC",-16.2,"MQ","constant",2021-11-09,"AC"
"211109AC",-16.4,"MQ","constant",2021-11-09,"AC"
"211109AC",-16.4,"FR","constant",2021-11-09,"AC"
"211109AC",-16.5,"FR","constant",2021-11-09,"AC"
"211109AC",-16.8,"FR","constant",2021-11-09,"AC"
"211109AC",-16.9,"FR","constant",2021-11-09,"AC"
"211109AC",-17,"FR","constant",2021-11-09,"AC"
"211109AC",-17.1,"FR","constant",2021-11-09,"AC"
"211109AC",-17.3,"FR","constant",2021-11-09,"AC"
"211109AC",-17.5,"FR","constant",2021-11-09,"AC"
"211109AC",-18,"FR","constant",2021-11-09,"AC"
"211109AC",-18.1,"FR","constant",2021-11-09,"AC"
"211109AC",-18.3,"FR","constant",2021-11-09,"AC"
"211109AC",-18.4,"FR","constant",2021-11-09,"AC"
"211109AC",-18.7,"FR","constant",2021-11-09,"AC"
"211109AC",-19.1,"FR","constant",2021-11-09,"AC"
"211109AC",-17.1,"BR","field",2021-11-09,"AC"
"211109AC",-17.7,"BR","field",2021-11-09,"AC"
"211109AC",-17.9,"BR","field",2021-11-09,"AC"
"211109AC",-18,"LC","field",2021-11-09,"AC"
"211109AC",-18.6,"BR","field",2021-11-09,"AC"
"211109AC",-18.6,"PP","field",2021-11-09,"AC"
"211109AC",-18.7,"BR","field",2021-11-09,"AC"
"211109AC",-18.7,"PP","field",2021-11-09,"AC"
"211109AC",-18.8,"PP","field",2021-11-09,"AC"
"211109AC",-18.8,"BR","field",2021-11-09,"AC"
"211109AC",-18.9,"PP","field",2021-11-09,"AC"
"211109AC",-18.9,"BR","field",2021-11-09,"AC"
"211109AC",-19,"PP","field",2021-11-09,"AC"
"211109AC",-19,"BR","field",2021-11-09,"AC"
"211109AC",-19,"PP","field",2021-11-09,"AC"
"211109AC",-19.1,"BR","field",2021-11-09,"AC"
"211109AC",-19.1,"PP","field",2021-11-09,"AC"
"211109AC",-19.1,"PP","field",2021-11-09,"AC"
"211109AC",-19.2,"BR","field",2021-11-09,"AC"
"211109AC",-19.2,"PP","field",2021-11-09,"AC"
"211109AC",-19.2,"PP","field",2021-11-09,"AC"
"211109AC",-19.2,"PP","field",2021-11-09,"AC"
"211109AC",-19.3,"BR","field",2021-11-09,"AC"
"211109AC",-19.3,"BR","field",2021-11-09,"AC"
"211109AC",-19.3,"PP","field",2021-11-09,"AC"
"211109AC",-19.4,"PP","field",2021-11-09,"AC"
"211109AC",-19.4,"LC","field",2021-11-09,"AC"
"211109AC",-19.4,"BR","field",2021-11-09,"AC"
"211109AC",-19.5,"PP","field",2021-11-09,"AC"
"211109AC",-19.5,"PP","field",2021-11-09,"AC"
"211109AC",-19.5,"PP","field",2021-11-09,"AC"
"211109AC",-19.6,"PP","field",2021-11-09,"AC"
"211109AC",-19.7,"MQ","field",2021-11-09,"AC"
"211109AC",-19.8,"LC","field",2021-11-09,"AC"
"211109AC",-19.9,"BR","field",2021-11-09,"AC"
"211109AC",-19.9,"PP","field",2021-11-09,"AC"
"211109AC",-19.9,"BR","field",2021-11-09,"AC"
"211109AC",-19.9,"BR","field",2021-11-09,"AC"
"211109AC",-19.9,"PP","field",2021-11-09,"AC"
"211109AC",-19.9,"PP","field",2021-11-09,"AC"
"211109AC",-20,"PP","field",2021-11-09,"AC"
"211109AC",-20,"BR","field",2021-11-09,"AC"
"211109AC",-20,"BR","field",2021-11-09,"AC"
"211109AC",-20.1,"BR","field",2021-11-09,"AC"
"211109AC",-20.1,"MQ","field",2021-11-09,"AC"
"211109AC",-20.3,"BR","field",2021-11-09,"AC"
"211109AC",-20.3,"BR","field",2021-11-09,"AC"
"211109AC",-20.3,"PP","field",2021-11-09,"AC"
"211109AC",-20.3,"PP","field",2021-11-09,"AC"
"211109AC",-20.4,"BR","field",2021-11-09,"AC"
"211109AC",-20.4,"MQ","field",2021-11-09,"AC"
"211109AC",-20.4,"FR","field",2021-11-09,"AC"
"211109AC",-20.5,"MQ","field",2021-11-09,"AC"
"211109AC",-20.6,"MQ","field",2021-11-09,"AC"
"211109AC",-20.6,"BR","field",2021-11-09,"AC"
"211109AC",-20.7,"MQ","field",2021-11-09,"AC"
"211109AC",-20.7,"LC","field",2021-11-09,"AC"
"211109AC",-20.7,"PP","field",2021-11-09,"AC"
"211109AC",-20.8,"BR","field",2021-11-09,"AC"
"211109AC",-20.8,"MQ","field",2021-11-09,"AC"
"211109AC",-20.8,"MQ","field",2021-11-09,"AC"
"211109AC",-20.9,"BR","field",2021-11-09,"AC"
"211109AC",-20.9,"FR","field",2021-11-09,"AC"
"211109AC",-20.9,"MQ","field",2021-11-09,"AC"
"211109AC",-20.9,"LC","field",2021-11-09,"AC"
"211109AC",-21,"BR","field",2021-11-09,"AC"
"211109AC",-21,"BR","field",2021-11-09,"AC"
"211109AC",-21.1,"PP","field",2021-11-09,"AC"
"211109AC",-21.2,"LC","field",2021-11-09,"AC"
"211109AC",-21.2,"FR","field",2021-11-09,"AC"
"211109AC",-21.2,"MQ","field",2021-11-09,"AC"
"211109AC",-21.2,"FR","field",2021-11-09,"AC"
"211109AC",-21.2,"MQ","field",2021-11-09,"AC"
"211109AC",-21.3,"LC","field",2021-11-09,"AC"
"211109AC",-21.3,"FR","field",2021-11-09,"AC"
"211109AC",-21.4,"LC","field",2021-11-09,"AC"
"211109AC",-21.4,"MQ","field",2021-11-09,"AC"
"211109AC",-21.4,"FR","field",2021-11-09,"AC"
"211109AC",-21.4,"MQ","field",2021-11-09,"AC"
"211109AC",-21.4,"MQ","field",2021-11-09,"AC"
"211109AC",-21.4,"PP","field",2021-11-09,"AC"
"211109AC",-21.5,"FR","field",2021-11-09,"AC"
"211109AC",-21.5,"PP","field",2021-11-09,"AC"
"211109AC",-21.6,"LC","field",2021-11-09,"AC"
"211109AC",-21.6,"MQ","field",2021-11-09,"AC"
"211109AC",-21.6,"LC","field",2021-11-09,"AC"
"211109AC",-21.6,"FR","field",2021-11-09,"AC"
"211109AC",-21.6,"BR","field",2021-11-09,"AC"
"211109AC",-21.6,"MQ","field",2021-11-09,"AC"
"211109AC",-21.6,"FR","field",2021-11-09,"AC"
"211109AC",-21.6,"PP","field",2021-11-09,"AC"
"211109AC",-21.7,"BR","field",2021-11-09,"AC"
"211109AC",-21.7,"LC","field",2021-11-09,"AC"
"211109AC",-21.7,"FR","field",2021-11-09,"AC"
"211109AC",-21.8,"MQ","field",2021-11-09,"AC"
"211109AC",-21.8,"LC","field",2021-11-09,"AC"
"211109AC",-21.9,"MQ","field",2021-11-09,"AC"
"211109AC",-21.9,"LC","field",2021-11-09,"AC"
"211109AC",-21.9,"PP","field",2021-11-09,"AC"
"211109AC",-21.9,"MQ","field",2021-11-09,"AC"
"211109AC",-22,"PP","field",2021-11-09,"AC"
"211109AC",-22.1,"LC","field",2021-11-09,"AC"
"211109AC",-22.1,"FR","field",2021-11-09,"AC"
"211109AC",-22.1,"MQ","field",2021-11-09,"AC"
"211109AC",-22.1,"LC","field",2021-11-09,"AC"
"211109AC",-22.1,"MQ","field",2021-11-09,"AC"
"211109AC",-22.1,"FR","field",2021-11-09,"AC"
"211109AC",-22.2,"MQ","field",2021-11-09,"AC"
"211109AC",-22.2,"FR","field",2021-11-09,"AC"
"211109AC",-22.2,"LC","field",2021-11-09,"AC"
"211109AC",-22.2,"MQ","field",2021-11-09,"AC"
"211109AC",-22.2,"MQ","field",2021-11-09,"AC"
"211109AC",-22.2,"BR","field",2021-11-09,"AC"
"211109AC",-22.3,"LC","field",2021-11-09,"AC"
"211109AC",-22.3,"LC","field",2021-11-09,"AC"
"211109AC",-22.3,"FR","field",2021-11-09,"AC"
"211109AC",-22.4,"FR","field",2021-11-09,"AC"
"211109AC",-22.4,"MQ","field",2021-11-09,"AC"
"211109AC",-22.5,"FR","field",2021-11-09,"AC"
"211109AC",-22.5,"MQ","field",2021-11-09,"AC"
"211109AC",-22.5,"MQ","field",2021-11-09,"AC"
"211109AC",-22.6,"MQ","field",2021-11-09,"AC"
"211109AC",-22.6,"LC","field",2021-11-09,"AC"
"211109AC",-22.7,"LC","field",2021-11-09,"AC"
"211109AC",-22.7,"MQ","field",2021-11-09,"AC"
"211109AC",-22.8,"FR","field",2021-11-09,"AC"
"211109AC",-22.8,"FR","field",2021-11-09,"AC"
"211109AC",-23,"FR","field",2021-11-09,"AC"
"211109AC",-23.1,"FR","field",2021-11-09,"AC"
"211109AC",-23.1,"LC","field",2021-11-09,"AC"
"211109AC",-23.2,"MQ","field",2021-11-09,"AC"
"211109AC",-23.2,"LC","field",2021-11-09,"AC"
"211109AC",-23.2,"FR","field",2021-11-09,"AC"
"211109AC",-23.3,"FR","field",2021-11-09,"AC"
"211109AC",-23.3,"LC","field",2021-11-09,"AC"
"211109AC",-23.4,"LC","field",2021-11-09,"AC"
"211109AC",-23.6,"FR","field",2021-11-09,"AC"
"211109AC",-23.6,"FR","field",2021-11-09,"AC"
"211109AC",-23.7,"FR","field",2021-11-09,"AC"
"211109AC",-23.9,"LC","field",2021-11-09,"AC"
"211109AC",-24.1,"LC","field",2021-11-09,"AC"
"211109AC",-24.1,"FR","field",2021-11-09,"AC"
"211109AC",-24.2,"FR","field",2021-11-09,"AC"
"211109AC",-24.3,"FR","field",2021-11-09,"AC"
"211109AC",-24.4,"LC","field",2021-11-09,"AC"
"211109AC",-24.5,"LC","field",2021-11-09,"AC"
"211109AC",-24.6,"FR","field",2021-11-09,"AC"
"211109AC",-24.7,"FR","field",2021-11-09,"AC"
"211109AC",-24.8,"LC","field",2021-11-09,"AC"
"211109AC",-25.7,"LC","field",2021-11-09,"AC"
"211109AC",-14.5,"LC","fluctuating",2021-11-09,"AC"
"211109AC",-14.8,"BR","fluctuating",2021-11-09,"AC"
"211109AC",-15.6,"BR","fluctuating",2021-11-09,"AC"
"211109AC",-15.7,"LC","fluctuating",2021-11-09,"AC"
"211109AC",-16.3,"BR","fluctuating",2021-11-09,"AC"
"211109AC",-16.4,"LC","fluctuating",2021-11-09,"AC"
"211109AC",-16.7,"PP","fluctuating",2021-11-09,"AC"
"211109AC",-16.7,"BR","fluctuating",2021-11-09,"AC"
"211109AC",-16.7,"BR","fluctuating",2021-11-09,"AC"
"211109AC",-16.8,"PP","fluctuating",2021-11-09,"AC"
"211109AC",-16.9,"LC","fluctuating",2021-11-09,"AC"
"211109AC",-17.1,"PP","fluctuating",2021-11-09,"AC"
"211109AC",-17.1,"BR","fluctuating",2021-11-09,"AC"
"211109AC",-17.2,"LC","fluctuating",2021-11-09,"AC"
"211109AC",-17.3,"PP","fluctuating",2021-11-09,"AC"
"211109AC",-17.5,"BR","fluctuating",2021-11-09,"AC"
"211109AC",-17.6,"BR","fluctuating",2021-11-09,"AC"
"211109AC",-17.7,"BR","fluctuating",2021-11-09,"AC"
"211109AC",-17.8,"PP","fluctuating",2021-11-09,"AC"
"211109AC",-17.8,"PP","fluctuating",2021-11-09,"AC"
"211109AC",-17.8,"BR","fluctuating",2021-11-09,"AC"
"211109AC",-17.8,"LC","fluctuating",2021-11-09,"AC"
"211109AC",-17.9,"LC","fluctuating",2021-11-09,"AC"
"211109AC",-17.9,"BR","fluctuating",2021-11-09,"AC"
"211109AC",-17.9,"LC","fluctuating",2021-11-09,"AC"
"211109AC",-18,"FR","fluctuating",2021-11-09,"AC"
"211109AC",-18,"PP","fluctuating",2021-11-09,"AC"
"211109AC",-18,"BR","fluctuating",2021-11-09,"AC"
"211109AC",-18.1,"MQ","fluctuating",2021-11-09,"AC"
"211109AC",-18.1,"PP","fluctuating",2021-11-09,"AC"
"211109AC",-18.2,"BR","fluctuating",2021-11-09,"AC"
"211109AC",-18.2,"BR","fluctuating",2021-11-09,"AC"
"211109AC",-18.3,"MQ","fluctuating",2021-11-09,"AC"
"211109AC",-18.3,"FR","fluctuating",2021-11-09,"AC"
"211109AC",-18.4,"LC","fluctuating",2021-11-09,"AC"
"211109AC",-18.4,"PP","fluctuating",2021-11-09,"AC"
"211109AC",-18.4,"PP","fluctuating",2021-11-09,"AC"
"211109AC",-18.4,"LC","fluctuating",2021-11-09,"AC"
"211109AC",-18.5,"BR","fluctuating",2021-11-09,"AC"
"211109AC",-18.6,"PP","fluctuating",2021-11-09,"AC"
"211109AC",-18.7,"PP","fluctuating",2021-11-09,"AC"
"211109AC",-18.7,"BR","fluctuating",2021-11-09,"AC"
"211109AC",-18.9,"MQ","fluctuating",2021-11-09,"AC"
"211109AC",-18.9,"PP","fluctuating",2021-11-09,"AC"
"211109AC",-18.9,"PP","fluctuating",2021-11-09,"AC"
"211109AC",-19,"BR","fluctuating",2021-11-09,"AC"
"211109AC",-19.1,"BR","fluctuating",2021-11-09,"AC"
"211109AC",-19.2,"LC","fluctuating",2021-11-09,"AC"
"211109AC",-19.3,"MQ","fluctuating",2021-11-09,"AC"
"211109AC",-19.3,"MQ","fluctuating",2021-11-09,"AC"
"211109AC",-19.3,"MQ","fluctuating",2021-11-09,"AC"
"211109AC",-19.3,"FR","fluctuating",2021-11-09,"AC"
"211109AC",-19.3,"PP","fluctuating",2021-11-09,"AC"
"211109AC",-19.4,"FR","fluctuating",2021-11-09,"AC"
"211109AC",-19.6,"MQ","fluctuating",2021-11-09,"AC"
"211109AC",-19.6,"MQ","fluctuating",2021-11-09,"AC"
"211109AC",-19.6,"FR","fluctuating",2021-11-09,"AC"
"211109AC",-19.7,"FR","fluctuating",2021-11-09,"AC"
"211109AC",-19.8,"LC","fluctuating",2021-11-09,"AC"
"211109AC",-19.8,"MQ","fluctuating",2021-11-09,"AC"
"211109AC",-19.8,"PP","fluctuating",2021-11-09,"AC"
"211109AC",-19.9,"FR","fluctuating",2021-11-09,"AC"
"211109AC",-20,"LC","fluctuating",2021-11-09,"AC"
"211109AC",-20,"LC","fluctuating",2021-11-09,"AC"
"211109AC",-20.1,"MQ","fluctuating",2021-11-09,"AC"
"211109AC",-20.1,"FR","fluctuating",2021-11-09,"AC"
"211109AC",-20.2,"FR","fluctuating",2021-11-09,"AC"
"211109AC",-20.3,"MQ","fluctuating",2021-11-09,"AC"
"211109AC",-20.3,"FR","fluctuating",2021-11-09,"AC"
"211109AC",-20.4,"MQ","fluctuating",2021-11-09,"AC"
"211109AC",-20.7,"MQ","fluctuating",2021-11-09,"AC"
"211109AC",-20.7,"MQ","fluctuating",2021-11-09,"AC"
"211109AC",-20.8,"LC","fluctuating",2021-11-09,"AC"
"211109AC",-20.9,"LC","fluctuating",2021-11-09,"AC"
"211109AC",-21,"FR","fluctuating",2021-11-09,"AC"
"211109AC",-21,"FR","fluctuating",2021-11-09,"AC"
"211109AC",-21,"LC","fluctuating",2021-11-09,"AC"
"211109AC",-21.1,"FR","fluctuating",2021-11-09,"AC"
"211109AC",-21.4,"FR","fluctuating",2021-11-09,"AC"
"211109AC",-21.6,"MQ","fluctuating",2021-11-09,"AC"
"211109AC",-21.6,"FR","fluctuating",2021-11-09,"AC"
"211109AC",-21.8,"FR","fluctuating",2021-11-09,"AC"
"211109AC",-21.9,"FR","fluctuating",2021-11-09,"AC"
"211109AC",-22,"LC","fluctuating",2021-11-09,"AC"
"211109AC",-22.9,"FR","fluctuating",2021-11-09,"AC"
"211109AC",-23,"MQ","fluctuating",2021-11-09,"AC"
"211123AD",-10.4,"LC","constant",2021-11-23,"AD"
"211123AD",-10.8,"MQ","constant",2021-11-23,"AD"
"211123AD",-11.1,"LC","constant",2021-11-23,"AD"
"211123AD",-11.9,"MQ","constant",2021-11-23,"AD"
"211123AD",-12.5,"LC","constant",2021-11-23,"AD"
"211123AD",-13.1,"LC","constant",2021-11-23,"AD"
"211123AD",-14.1,"LC","constant",2021-11-23,"AD"
"211123AD",-14.1,"BR","constant",2021-11-23,"AD"
"211123AD",-14.2,"LC","constant",2021-11-23,"AD"
"211123AD",-14.5,"LC","constant",2021-11-23,"AD"
"211123AD",-14.6,"PP","constant",2021-11-23,"AD"
"211123AD",-14.8,"BR","constant",2021-11-23,"AD"
"211123AD",-15,"BR","constant",2021-11-23,"AD"
"211123AD",-15.1,"BR","constant",2021-11-23,"AD"
"211123AD",-15.1,"PP","constant",2021-11-23,"AD"
"211123AD",-15.1,"BR","constant",2021-11-23,"AD"
"211123AD",-15.4,"LC","constant",2021-11-23,"AD"
"211123AD",-15.4,"LC","constant",2021-11-23,"AD"
"211123AD",-15.5,"PP","constant",2021-11-23,"AD"
"211123AD",-15.5,"PP","constant",2021-11-23,"AD"
"211123AD",-15.5,"BR","constant",2021-11-23,"AD"
"211123AD",-15.6,"PP","constant",2021-11-23,"AD"
"211123AD",-15.6,"MQ","constant",2021-11-23,"AD"
"211123AD",-15.6,"MQ","constant",2021-11-23,"AD"
"211123AD",-15.6,"PP","constant",2021-11-23,"AD"
"211123AD",-15.7,"PP","constant",2021-11-23,"AD"
"211123AD",-15.7,"MQ","constant",2021-11-23,"AD"
"211123AD",-15.7,"BR","constant",2021-11-23,"AD"
"211123AD",-15.8,"MQ","constant",2021-11-23,"AD"
"211123AD",-15.8,"BR","constant",2021-11-23,"AD"
"211123AD",-15.8,"PP","constant",2021-11-23,"AD"
"211123AD",-16,"PP","constant",2021-11-23,"AD"
"211123AD",-16,"LC","constant",2021-11-23,"AD"
"211123AD",-16.1,"PP","constant",2021-11-23,"AD"
"211123AD",-16.2,"LC","constant",2021-11-23,"AD"
"211123AD",-16.2,"PP","constant",2021-11-23,"AD"
"211123AD",-16.2,"MQ","constant",2021-11-23,"AD"
"211123AD",-16.3,"PP","constant",2021-11-23,"AD"
"211123AD",-16.3,"BR","constant",2021-11-23,"AD"
"211123AD",-16.4,"PP","constant",2021-11-23,"AD"
"211123AD",-16.4,"MQ","constant",2021-11-23,"AD"
"211123AD",-16.5,"MQ","constant",2021-11-23,"AD"
"211123AD",-16.5,"BR","constant",2021-11-23,"AD"
"211123AD",-16.5,"PP","constant",2021-11-23,"AD"
"211123AD",-16.5,"MQ","constant",2021-11-23,"AD"
"211123AD",-16.8,"BR","constant",2021-11-23,"AD"
"211123AD",-16.9,"LC","constant",2021-11-23,"AD"
"211123AD",-16.9,"MQ","constant",2021-11-23,"AD"
"211123AD",-16.9,"BR","constant",2021-11-23,"AD"
"211123AD",-17.1,"LC","constant",2021-11-23,"AD"
"211123AD",-17.3,"FR","constant",2021-11-23,"AD"
"211123AD",-17.4,"FR","constant",2021-11-23,"AD"
"211123AD",-17.4,"LC","constant",2021-11-23,"AD"
"211123AD",-17.4,"BR","constant",2021-11-23,"AD"
"211123AD",-17.5,"LC","constant",2021-11-23,"AD"
"211123AD",-17.5,"BR","constant",2021-11-23,"AD"
"211123AD",-17.7,"MQ","constant",2021-11-23,"AD"
"211123AD",-17.9,"LC","constant",2021-11-23,"AD"
"211123AD",-17.9,"MQ","constant",2021-11-23,"AD"
"211123AD",-18,"MQ","constant",2021-11-23,"AD"
"211123AD",-18.4,"FR","constant",2021-11-23,"AD"
"211123AD",-18.5,"FR","constant",2021-11-23,"AD"
"211123AD",-18.5,"LC","constant",2021-11-23,"AD"
"211123AD",-18.7,"FR","constant",2021-11-23,"AD"
"211123AD",-18.8,"FR","constant",2021-11-23,"AD"
"211123AD",-19.2,"FR","constant",2021-11-23,"AD"
"211123AD",-19.3,"FR","constant",2021-11-23,"AD"
"211123AD",-19.8,"FR","constant",2021-11-23,"AD"
"211123AD",-19.8,"FR","constant",2021-11-23,"AD"
"211123AD",-20.5,"FR","constant",2021-11-23,"AD"
"211123AD",-20.6,"FR","constant",2021-11-23,"AD"
"211123AD",-21.2,"FR","constant",2021-11-23,"AD"
"211123AD",-22,"FR","constant",2021-11-23,"AD"
"211123AD",-22.3,"FR","constant",2021-11-23,"AD"
"211123AD",-23.3,"FR","constant",2021-11-23,"AD"
"211123AD",-18.7,"PP","field",2021-11-23,"AD"
"211123AD",-22,"BR","field",2021-11-23,"AD"
"211123AD",-22.2,"BR","field",2021-11-23,"AD"
"211123AD",-22.3,"PP","field",2021-11-23,"AD"
"211123AD",-22.3,"LC","field",2021-11-23,"AD"
"211123AD",-22.6,"BR","field",2021-11-23,"AD"
"211123AD",-22.7,"PP","field",2021-11-23,"AD"
"211123AD",-22.7,"PP","field",2021-11-23,"AD"
"211123AD",-22.8,"BR","field",2021-11-23,"AD"
"211123AD",-22.9,"BR","field",2021-11-23,"AD"
"211123AD",-22.9,"BR","field",2021-11-23,"AD"
"211123AD",-22.9,"BR","field",2021-11-23,"AD"
"211123AD",-23,"PP","field",2021-11-23,"AD"
"211123AD",-23,"BR","field",2021-11-23,"AD"
"211123AD",-23.1,"BR","field",2021-11-23,"AD"
"211123AD",-23.2,"PP","field",2021-11-23,"AD"
"211123AD",-23.3,"BR","field",2021-11-23,"AD"
"211123AD",-23.3,"LC","field",2021-11-23,"AD"
"211123AD",-23.4,"PP","field",2021-11-23,"AD"
"211123AD",-23.4,"PP","field",2021-11-23,"AD"
"211123AD",-23.4,"BR","field",2021-11-23,"AD"
"211123AD",-23.4,"BR","field",2021-11-23,"AD"
"211123AD",-23.4,"PP","field",2021-11-23,"AD"
"211123AD",-23.5,"BR","field",2021-11-23,"AD"
"211123AD",-23.5,"LC","field",2021-11-23,"AD"
"211123AD",-23.6,"PP","field",2021-11-23,"AD"
"211123AD",-23.6,"BR","field",2021-11-23,"AD"
"211123AD",-23.7,"PP","field",2021-11-23,"AD"
"211123AD",-23.7,"BR","field",2021-11-23,"AD"
"211123AD",-23.8,"PP","field",2021-11-23,"AD"
"211123AD",-23.8,"MQ","field",2021-11-23,"AD"
"211123AD",-24,"PP","field",2021-11-23,"AD"
"211123AD",-24.1,"FR","field",2021-11-23,"AD"
"211123AD",-24.2,"PP","field",2021-11-23,"AD"
"211123AD",-24.2,"MQ","field",2021-11-23,"AD"
"211123AD",-24.2,"BR","field",2021-11-23,"AD"
"211123AD",-24.2,"BR","field",2021-11-23,"AD"
"211123AD",-24.2,"LC","field",2021-11-23,"AD"
"211123AD",-24.3,"FR","field",2021-11-23,"AD"
"211123AD",-24.4,"PP","field",2021-11-23,"AD"
"211123AD",-24.5,"PP","field",2021-11-23,"AD"
"211123AD",-24.5,"PP","field",2021-11-23,"AD"
"211123AD",-24.5,"BR","field",2021-11-23,"AD"
"211123AD",-24.5,"PP","field",2021-11-23,"AD"
"211123AD",-24.5,"BR","field",2021-11-23,"AD"
"211123AD",-24.5,"FR","field",2021-11-23,"AD"
"211123AD",-24.6,"PP","field",2021-11-23,"AD"
"211123AD",-24.6,"BR","field",2021-11-23,"AD"
"211123AD",-24.6,"MQ","field",2021-11-23,"AD"
"211123AD",-24.6,"MQ","field",2021-11-23,"AD"
"211123AD",-24.7,"PP","field",2021-11-23,"AD"
"211123AD",-24.7,"LC","field",2021-11-23,"AD"
"211123AD",-24.8,"FR","field",2021-11-23,"AD"
"211123AD",-24.8,"BR","field",2021-11-23,"AD"
"211123AD",-24.9,"LC","field",2021-11-23,"AD"
"211123AD",-25,"LC","field",2021-11-23,"AD"
"211123AD",-25,"PP","field",2021-11-23,"AD"
"211123AD",-25,"FR","field",2021-11-23,"AD"
"211123AD",-25,"BR","field",2021-11-23,"AD"
"211123AD",-25.1,"LC","field",2021-11-23,"AD"
"211123AD",-25.1,"BR","field",2021-11-23,"AD"
"211123AD",-25.2,"MQ","field",2021-11-23,"AD"
"211123AD",-25.3,"MQ","field",2021-11-23,"AD"
"211123AD",-25.5,"PP","field",2021-11-23,"AD"
"211123AD",-25.5,"FR","field",2021-11-23,"AD"
"211123AD",-25.5,"FR","field",2021-11-23,"AD"
"211123AD",-25.5,"MQ","field",2021-11-23,"AD"
"211123AD",-25.5,"BR","field",2021-11-23,"AD"
"211123AD",-25.6,"BR","field",2021-11-23,"AD"
"211123AD",-25.6,"LC","field",2021-11-23,"AD"
"211123AD",-25.6,"FR","field",2021-11-23,"AD"
"211123AD",-25.6,"PP","field",2021-11-23,"AD"
"211123AD",-25.7,"FR","field",2021-11-23,"AD"
"211123AD",-25.7,"FR","field",2021-11-23,"AD"
"211123AD",-25.8,"BR","field",2021-11-23,"AD"
"211123AD",-25.8,"FR","field",2021-11-23,"AD"
"211123AD",-25.9,"BR","field",2021-11-23,"AD"
"211123AD",-25.9,"BR","field",2021-11-23,"AD"
"211123AD",-25.9,"MQ","field",2021-11-23,"AD"
"211123AD",-25.9,"MQ","field",2021-11-23,"AD"
"211123AD",-25.9,"LC","field",2021-11-23,"AD"
"211123AD",-26,"FR","field",2021-11-23,"AD"
"211123AD",-26.1,"MQ","field",2021-11-23,"AD"
"211123AD",-26.2,"FR","field",2021-11-23,"AD"
"211123AD",-26.2,"MQ","field",2021-11-23,"AD"
"211123AD",-26.3,"PP","field",2021-11-23,"AD"
"211123AD",-26.4,"MQ","field",2021-11-23,"AD"
"211123AD",-26.4,"LC","field",2021-11-23,"AD"
"211123AD",-26.5,"MQ","field",2021-11-23,"AD"
"211123AD",-26.5,"FR","field",2021-11-23,"AD"
"211123AD",-26.5,"LC","field",2021-11-23,"AD"
"211123AD",-26.6,"MQ","field",2021-11-23,"AD"
"211123AD",-26.6,"FR","field",2021-11-23,"AD"
